model,base_model,cluster_family,n_outliers,n_loose_related_in_outliers,n_loose_related_in_universe,precision_outliers_vs_loose,recall_loose_in_universe_captured,loose_related_outliers,loose_related_in_universe_not_in_outliers
lmsys/vicuna-7b-v1.1,,Vicuna,11,4,4,0.363636,1.0,FelixChao/vicuna-7B-chemical | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.5 | lmsys/vicuna-7b-v1.5-16k,
lmsys/vicuna-7b-v1.5,,Vicuna,11,4,4,0.363636,1.0,FelixChao/vicuna-7B-chemical | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.1 | lmsys/vicuna-7b-v1.5-16k,
lmsys/vicuna-7b-v1.5-16k,,Vicuna,34,4,4,0.117647,1.0,FelixChao/vicuna-7B-chemical | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.1 | lmsys/vicuna-7b-v1.5,
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B,Meta-Llama-3.1,26,17,19,0.653846,0.894737,NousResearch/Hermes-3-Llama-3.1-8B | aisingapore/Llama-SEA-LION-v3-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | arcee-ai/Llama-3.1-SuperNova-Lite | askfjhaskjgh/UbermenschetienASI | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | dphn/Dolphin3.0-Llama3.1-8B | elyza/Llama-3-ELYZA-JP-8B | gradientai/Llama-3-8B-Instruct-262k | meta-llama/Llama-3.1-8B | microsoft/UserLM-8b | nvidia/OpenMath2-Llama3.1-8B | unsloth/Llama-3.1-8B | unsloth/Meta-Llama-3.1-8B-Instruct | unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit | unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,meta-llama/Llama-Guard-3-8B | nvidia/Llama-3.1-8B-Instruct-FP8
meta-llama/Llama-3.2-1B-Instruct,,Meta-Llama-3.2,31,11,12,0.354839,0.916667,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | bxod/Llama-3.2-1B-Instruct-uz | inference-net/Schematron-3B | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit | unsloth/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,beruniy/Llama-3.2-3B-Instruct-Uz
meta-llama/Llama-3.2-3B-Instruct,,Meta-Llama-3.2,25,10,12,0.4,0.833333,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | inference-net/Schematron-3B | meta-llama/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit | unsloth/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz
meta-llama/Llama-Guard-3-8B,meta-llama/Llama-3.1-8B,Meta-Llama-3.1,32,18,19,0.5625,0.947368,NousResearch/Hermes-3-Llama-3.1-8B | aisingapore/Llama-SEA-LION-v3-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | arcee-ai/Llama-3.1-SuperNova-Lite | askfjhaskjgh/UbermenschetienASI | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | dphn/Dolphin3.0-Llama3.1-8B | elyza/Llama-3-ELYZA-JP-8B | gradientai/Llama-3-8B-Instruct-262k | meta-llama/Llama-3.1-8B | meta-llama/Llama-3.1-8B-Instruct | microsoft/UserLM-8b | nvidia/OpenMath2-Llama3.1-8B | unsloth/Llama-3.1-8B | unsloth/Meta-Llama-3.1-8B-Instruct | unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit | unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,nvidia/Llama-3.1-8B-Instruct-FP8
meta-llama/Llama-3.1-8B,,Meta-Llama-3.1,33,18,19,0.545455,0.947368,NousResearch/Hermes-3-Llama-3.1-8B | aisingapore/Llama-SEA-LION-v3-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | arcee-ai/Llama-3.1-SuperNova-Lite | askfjhaskjgh/UbermenschetienASI | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | dphn/Dolphin3.0-Llama3.1-8B | elyza/Llama-3-ELYZA-JP-8B | gradientai/Llama-3-8B-Instruct-262k | meta-llama/Llama-3.1-8B-Instruct | meta-llama/Llama-Guard-3-8B | microsoft/UserLM-8b | nvidia/OpenMath2-Llama3.1-8B | unsloth/Llama-3.1-8B | unsloth/Meta-Llama-3.1-8B-Instruct | unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit | unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,nvidia/Llama-3.1-8B-Instruct-FP8
microsoft/UserLM-8b,meta-llama/Llama-3.1-8B,Meta-Llama-3.1,28,17,19,0.607143,0.894737,NousResearch/Hermes-3-Llama-3.1-8B | aisingapore/Llama-SEA-LION-v3-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | arcee-ai/Llama-3.1-SuperNova-Lite | askfjhaskjgh/UbermenschetienASI | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | dphn/Dolphin3.0-Llama3.1-8B | elyza/Llama-3-ELYZA-JP-8B | gradientai/Llama-3-8B-Instruct-262k | meta-llama/Llama-3.1-8B | meta-llama/Llama-3.1-8B-Instruct | nvidia/OpenMath2-Llama3.1-8B | unsloth/Llama-3.1-8B | unsloth/Meta-Llama-3.1-8B-Instruct | unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit | unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,meta-llama/Llama-Guard-3-8B | nvidia/Llama-3.1-8B-Instruct-FP8
mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,Mistral,31,8,8,0.258065,1.0,BioMistral/BioMistral-7B | BioMistral/BioMistral-7B-DARE | HuggingFaceH4/zephyr-7b-beta | Intel/neural-chat-7b-v3-1 | Intel/neural-chat-7b-v3-3 | SciPhi/SciPhi-Mistral-7B-32k | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | mistralai/Mistral-7B-v0.1,
mistralai/Mistral-7B-v0.1,,Mistral,32,8,8,0.25,1.0,BioMistral/BioMistral-7B | BioMistral/BioMistral-7B-DARE | HuggingFaceH4/zephyr-7b-beta | Intel/neural-chat-7b-v3-1 | Intel/neural-chat-7b-v3-3 | SciPhi/SciPhi-Mistral-7B-32k | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | mistralai/Mistral-7B-Instruct-v0.1,
mlabonne/Beagle14-7B,fblgit/UNA-TheBeagle-7b-v1; argilla/distilabeled-Marcoro14-7B-slerp,Beagle,34,17,17,0.5,1.0,AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | FelixChao/Sectumsempra-7B-DPO | argilla/distilabeled-Marcoro14-7B-slerp | bardsai/jaskier-7b-dpo-v5.6 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | fblgit/UNA-TheBeagle-7b-v1 | flemmingmiguel/MBX-7B-v3 | mlabonne/Marcoro14-7B-slerp | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | shadowml/WestBeagle-7B,
mlabonne/Marcoro14-7B-slerp,,Beagle,32,17,17,0.53125,1.0,AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | FelixChao/Sectumsempra-7B-DPO | argilla/distilabeled-Marcoro14-7B-slerp | bardsai/jaskier-7b-dpo-v5.6 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | fblgit/UNA-TheBeagle-7b-v1 | flemmingmiguel/MBX-7B-v3 | mlabonne/Beagle14-7B | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | shadowml/WestBeagle-7B,
mlabonne/NeuralBeagle14-7B,mlabonne/Beagle14-7B,Beagle,34,17,17,0.5,1.0,AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | FelixChao/Sectumsempra-7B-DPO | argilla/distilabeled-Marcoro14-7B-slerp | bardsai/jaskier-7b-dpo-v5.6 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | fblgit/UNA-TheBeagle-7b-v1 | flemmingmiguel/MBX-7B-v3 | mlabonne/Beagle14-7B | mlabonne/Marcoro14-7B-slerp | mlabonne/OmniBeagle-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | shadowml/WestBeagle-7B,
mlabonne/OmniBeagle-7B,shadowml/BeagleSempra-7B; shadowml/BeagSake-7B; shadowml/WestBeagle-7B,Beagle,32,17,17,0.53125,1.0,AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | FelixChao/Sectumsempra-7B-DPO | argilla/distilabeled-Marcoro14-7B-slerp | bardsai/jaskier-7b-dpo-v5.6 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | fblgit/UNA-TheBeagle-7b-v1 | flemmingmiguel/MBX-7B-v3 | mlabonne/Beagle14-7B | mlabonne/Marcoro14-7B-slerp | mlabonne/NeuralBeagle14-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | shadowml/WestBeagle-7B,
nvidia/Llama-3.1-8B-Instruct-FP8,meta-llama/Llama-3.1-8B-Instruct,Meta-Llama-3.1,13,0,19,0.0,0.0,,NousResearch/Hermes-3-Llama-3.1-8B | aisingapore/Llama-SEA-LION-v3-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | arcee-ai/Llama-3.1-SuperNova-Lite | askfjhaskjgh/UbermenschetienASI | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | dphn/Dolphin3.0-Llama3.1-8B | elyza/Llama-3-ELYZA-JP-8B | gradientai/Llama-3-8B-Instruct-262k | meta-llama/Llama-3.1-8B | meta-llama/Llama-3.1-8B-Instruct | meta-llama/Llama-Guard-3-8B | microsoft/UserLM-8b | nvidia/OpenMath2-Llama3.1-8B | unsloth/Llama-3.1-8B | unsloth/Meta-Llama-3.1-8B-Instruct | unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit | unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-7B-Instruct,Qwen,11,11,68,1.0,0.161765,Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-7B | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-7B,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | Writer/palmyra-mini | continuedev/instinct | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2.5-7B-Instruct,Qwen,13,13,68,1.0,0.191176,Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-7B | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | Writer/palmyra-mini | continuedev/instinct | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
nvidia/OpenMath-Nemotron-1.5B,Qwen/Qwen2.5-Math-1.5B,Qwen,7,7,68,1.0,0.102941,Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Writer/palmyra-mini | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit
nvidia/OpenMath2-Llama3.1-8B,meta-llama/Llama-3.1-8B,Meta-Llama-3.1,28,17,19,0.607143,0.894737,NousResearch/Hermes-3-Llama-3.1-8B | aisingapore/Llama-SEA-LION-v3-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | arcee-ai/Llama-3.1-SuperNova-Lite | askfjhaskjgh/UbermenschetienASI | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | dphn/Dolphin3.0-Llama3.1-8B | elyza/Llama-3-ELYZA-JP-8B | gradientai/Llama-3-8B-Instruct-262k | meta-llama/Llama-3.1-8B | meta-llama/Llama-3.1-8B-Instruct | microsoft/UserLM-8b | unsloth/Llama-3.1-8B | unsloth/Meta-Llama-3.1-8B-Instruct | unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit | unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,meta-llama/Llama-Guard-3-8B | nvidia/Llama-3.1-8B-Instruct-FP8
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-1.5B,Qwen,13,13,68,1.0,0.191176,Gensyn/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-7B | nvidia/OpenCodeReasoning-Nemotron-7B | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | Writer/palmyra-mini | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenMath-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit | unsloth/Qwen2.5-Math-1.5B | unsloth/Qwen2.5-Math-1.5B-bnb-4bit
shadowml/BeagSake-7B,shadowml/BeagleSempra-7B; shadowml/WestBeagle-7B,Beagle,34,17,17,0.5,1.0,AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | FelixChao/Sectumsempra-7B-DPO | argilla/distilabeled-Marcoro14-7B-slerp | bardsai/jaskier-7b-dpo-v5.6 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | fblgit/UNA-TheBeagle-7b-v1 | flemmingmiguel/MBX-7B-v3 | mlabonne/Beagle14-7B | mlabonne/Marcoro14-7B-slerp | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | shadowml/BeagleSempra-7B | shadowml/WestBeagle-7B,
shadowml/BeagleSempra-7B,shadowml/WestBeagle-7B; FelixChao/Sectumsempra-7B-DPO,Beagle,32,17,17,0.53125,1.0,AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | FelixChao/Sectumsempra-7B-DPO | argilla/distilabeled-Marcoro14-7B-slerp | bardsai/jaskier-7b-dpo-v5.6 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | fblgit/UNA-TheBeagle-7b-v1 | flemmingmiguel/MBX-7B-v3 | mlabonne/Beagle14-7B | mlabonne/Marcoro14-7B-slerp | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | shadowml/BeagSake-7B | shadowml/WestBeagle-7B,
shadowml/WestBeagle-7B,mlabonne/NeuralBeagle14-7B,Beagle,32,17,17,0.53125,1.0,AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | FelixChao/Sectumsempra-7B-DPO | argilla/distilabeled-Marcoro14-7B-slerp | bardsai/jaskier-7b-dpo-v5.6 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | fblgit/UNA-TheBeagle-7b-v1 | flemmingmiguel/MBX-7B-v3 | mlabonne/Beagle14-7B | mlabonne/Marcoro14-7B-slerp | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B,
swiss-ai/Apertus-8B-2509,,Apertus,11,1,1,0.090909,1.0,adamo1139/Apertus-8B-Instruct-2509-ungated,
