model,outlier_count_csv,n_outliers_parsed,n_graph_distance_defined,n_graph_distance_missing,outliers_missing_graph_distance,mean_graph_distance_to_outliers
TinyLlama/TinyLlama_v1.1_math_code,45,45,4,41,lmsys/vicuna-7b-v1.5 | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.5-16k | FelixChao/vicuna-7B-chemical | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.1 | AdaptLLM/medicine-LLM | dicta-il/dictalm2.0 | shadowml/WestBeagle-7B | fblgit/UNA-TheBeagle-7b-v1 | kevin009/llamaRAGdrama | mistralai/Mistral-7B-v0.1 | shadowml/BeagSake-7B | mlabonne/Beagle14-7B | mlabonne/NeuralBeagle14-7B | shadowml/BeagleSempra-7B | AiMavenAi/AiMaven-Prometheus | flemmingmiguel/MBX-7B-v3 | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | argilla/distilabeled-Marcoro14-7B-slerp | mlabonne/Marcoro14-7B-slerp | Intel/neural-chat-7b-v3-1 | mlabonne/OmniBeagle-7B | FelixChao/Sectumsempra-7B-DPO | Intel/neural-chat-7b-v3-3 | BioMistral/BioMistral-7B | CultriX/NeuralTrix-7B-dpo | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | bardsai/jaskier-7b-dpo-v5.6 | CultriX/NeuralTrix-bf16 | Nexusflow/Starling-LM-7B-beta | SciPhi/SciPhi-Mistral-7B-32k | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | Biomimicry-AI/ANIMA-Nectar-v2 | HuggingFaceH4/zephyr-7b-beta | berkeley-nest/Starling-LM-7B-alpha | mistralai/Mistral-7B-Instruct-v0.1 | BioMistral/BioMistral-7B-DARE | deepseek-ai/deepseek-coder-1.3b-base | EleutherAI/polyglot-ko-3.8b,
Writer/palmyra-mini,45,45,43,2,beyoru/Luna | allura-org/Koto-Small-7B-PT,
XiaomiMiMo/MiMo-7B-Base,27,27,2,25,Qwen/Qwen2.5-7B | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-3B | beyoru/Luna | Tesslate/WEBGEN-4B-Preview | Qwen/Qwen2.5-Coder-0.5B | DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-7B-Instruct-1M | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | Qwen/Qwen3-0.6B | janhq/Jan-v1-4B | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B-Thinking-2507-FP8 | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit | arcee-ai/Meraj-Mini | Qwen/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-0.5B,
abocide/Qwen2.5-7B-Instruct-R1-forfinance,22,22,22,0,,6.318182
acon96/Home-Llama-3.2-3B,27,27,27,0,,1.962963
adamo1139/Apertus-8B-Instruct-2509-ungated,61,61,1,60,bigscience/bloom-560m | bigscience/bloomz-1b1 | bigscience/bloomz-560m | chatitcloud/UZI1 | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt | nvidia/Llama-3.1-8B-Instruct-FP8 | kevin009/llamaRAGdrama | CultriX/NeuralTrix-bf16 | 01-ai/Yi-6B | 01-ai/Yi-6B-200K | CultriX/NeuralTrix-7B-dpo | 01-ai/Yi-6B-Chat | bardsai/jaskier-7b-dpo-v5.6 | flemmingmiguel/MBX-7B-v3 | AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare-dpo | Biomimicry-AI/ANIMA-Nectar-v2 | CorticalStack/pastiche-crown-clown-7b-dare | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | mistralai/Mistral-7B-Instruct-v0.1 | google/gemma-2-2b-jpn-it | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | Intel/neural-chat-7b-v3-3 | TinyLlama/TinyLlama_v1.1 | fblgit/UNA-TheBeagle-7b-v1 | SciPhi/SciPhi-Mistral-7B-32k | mlabonne/OmniBeagle-7B | mistralai/Mistral-7B-v0.1 | BioMistral/BioMistral-7B-DARE | Intel/neural-chat-7b-v3-1 | mlabonne/NeuralBeagle14-7B | HuggingFaceH4/zephyr-7b-beta | mlabonne/Beagle14-7B | ChrisMcCormick/deepseek-tiny-v0.1 | FelixChao/Sectumsempra-7B-DPO | shadowml/BeagleSempra-7B | shadowml/BeagSake-7B | BioMistral/BioMistral-7B | AdaptLLM/medicine-LLM | berkeley-nest/Starling-LM-7B-alpha | shadowml/WestBeagle-7B | google/gemma-2-2b-it | argilla/distilabeled-Marcoro14-7B-slerp | Nexusflow/Starling-LM-7B-beta | mlabonne/Marcoro14-7B-slerp | lmsys/vicuna-7b-v1.1 | FelixChao/vicuna-7B-physics | dicta-il/dictalm2.0 | TinyLlama/TinyLlama_v1.1_math_code | FelixChao/vicuna-7B-chemical | lmsys/vicuna-7b-v1.5 | lmsys/vicuna-7b-v1.5-16k | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | PharMolix/BioMedGPT-LM-7B | Qwen/Qwen2.5-Math-7B-Instruct | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-Chat-v0.5,
aisingapore/Llama-SEA-LION-v3-8B,38,38,38,0,,2.684211
allenai/Llama-3.1-Tulu-3-8B-SFT,46,46,43,3,S4nfs/Neeto-1.0-8b | deepseek-ai/DeepSeek-R1-Distill-Llama-8B | HuggingFaceTB/SmolLM3-3B,
allenai/OLMoE-1B-7B-0924,52,52,0,52,EleutherAI/pythia-1.4b | EleutherAI/pythia-2.8b | EleutherAI/pythia-1b | EleutherAI/pythia-6.9b | NinedayWang/PolyCoder-2.7B | EleutherAI/gpt-neo-1.3B | bigcode/starcoder2-3b | KoboldAI/GPT-Neo-2.7B-Horni-LN | TheOneWhoWill/Bootstrap-LLM | PygmalionAI/pygmalion-2.7b | HuggingFaceTB/SmolLM2-135M | HuggingFaceTB/SmolLM-135M | ChrisMcCormick/deepseek-tiny-v0.1 | dicta-il/dictalm2.0 | argilla/distilabeled-Marcoro14-7B-slerp | mistralai/Mistral-7B-v0.1 | mlabonne/Marcoro14-7B-slerp | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | fblgit/UNA-TheBeagle-7b-v1 | mlabonne/Beagle14-7B | shadowml/WestBeagle-7B | Nexusflow/Starling-LM-7B-beta | SciPhi/SciPhi-Mistral-7B-32k | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | bardsai/jaskier-7b-dpo-v5.6 | FelixChao/Sectumsempra-7B-DPO | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | CorticalStack/pastiche-crown-clown-7b-dare | LiquidAI/LFM2-1.2B | Intel/neural-chat-7b-v3-1 | flemmingmiguel/MBX-7B-v3 | Intel/neural-chat-7b-v3-3 | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | kevin009/llamaRAGdrama | CultriX/NeuralTrix-bf16 | berkeley-nest/Starling-LM-7B-alpha | TinyLlama/TinyLlama_v1.1 | 01-ai/Yi-6B-Chat | LiquidAI/LFM2-350M | 01-ai/Yi-6B-200K | 01-ai/Yi-6B | mistralai/Mistral-7B-Instruct-v0.1 | Biomimicry-AI/ANIMA-Nectar-v2 | PharMolix/BioMedGPT-LM-7B | TinyLlama/TinyLlama_v1.1_math_code,
allenai/llama-3.1-tulu-2-8b,4,4,4,0,,4.75
allura-org/Koto-Small-7B-PT,17,17,2,15,Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Coder-0.5B | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen3-4B-Instruct-2507 | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | beyoru/Luna | Qwen/Qwen2.5-3B | arcee-ai/Meraj-Mini | Tesslate/WEBGEN-4B-Preview | Qwen/Qwen2.5-7B-Instruct-1M | Jurema-br/Jurema-7B | Qwen/Qwen2.5-0.5B | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,
arcee-ai/Llama-3.1-SuperNova-Lite,37,37,37,0,,11.756757
arcee-ai/Meraj-Mini,33,33,30,3,XiaomiMiMo/MiMo-7B-Base | beyoru/Luna | allura-org/Koto-Small-7B-PT,
argilla/distilabeled-Marcoro14-7B-slerp,43,43,17,26,kevin009/llamaRAGdrama | berkeley-nest/Starling-LM-7B-alpha | mistralai/Mistral-7B-v0.1 | Nexusflow/Starling-LM-7B-beta | Intel/neural-chat-7b-v3-3 | HuggingFaceH4/zephyr-7b-beta | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | Intel/neural-chat-7b-v3-1 | SciPhi/SciPhi-Mistral-7B-32k | BioMistral/BioMistral-7B-DARE | mistralai/Mistral-7B-Instruct-v0.1 | BioMistral/BioMistral-7B | dicta-il/dictalm2.0 | Biomimicry-AI/ANIMA-Nectar-v2 | deepseek-ai/deepseek-coder-1.3b-base | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.1 | lmsys/vicuna-7b-v1.5 | lmsys/vicuna-7b-v1.5-16k | FelixChao/vicuna-7B-chemical | FelixChao/vicuna-7B-physics | AdaptLLM/medicine-LLM | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | EleutherAI/polyglot-ko-3.8b,
askfjhaskjgh/UbermenschetienASI,43,43,42,1,S4nfs/Neeto-1.0-8b,
augmxnt/shisa-base-7b-v1,0,0,0,0,,
bardsai/jaskier-7b-dpo-v5.6,44,44,17,27,kevin009/llamaRAGdrama | berkeley-nest/Starling-LM-7B-alpha | mistralai/Mistral-7B-v0.1 | Nexusflow/Starling-LM-7B-beta | Intel/neural-chat-7b-v3-3 | HuggingFaceH4/zephyr-7b-beta | Intel/neural-chat-7b-v3-1 | SciPhi/SciPhi-Mistral-7B-32k | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | BioMistral/BioMistral-7B-DARE | BioMistral/BioMistral-7B | dicta-il/dictalm2.0 | mistralai/Mistral-7B-Instruct-v0.1 | Biomimicry-AI/ANIMA-Nectar-v2 | PharMolix/BioMedGPT-LM-7B | deepseek-ai/deepseek-coder-1.3b-base | lmsys/vicuna-7b-v1.1 | FelixChao/vicuna-7B-physics | FelixChao/vicuna-7B-chemical | lmsys/vicuna-7b-v1.5-16k | lmsys/vicuna-7b-v1.5 | AdaptLLM/medicine-LLM | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama_v1.1_math_code,
berkeley-nest/Starling-LM-7B-alpha,35,35,1,34,argilla/distilabeled-Marcoro14-7B-slerp | mlabonne/Marcoro14-7B-slerp | shadowml/BeagSake-7B | mlabonne/Beagle14-7B | AiMavenAi/AiMaven-Prometheus | flemmingmiguel/MBX-7B-v3 | shadowml/WestBeagle-7B | FelixChao/Sectumsempra-7B-DPO | shadowml/BeagleSempra-7B | mlabonne/NeuralBeagle14-7B | CorticalStack/pastiche-crown-clown-7b-dare | fblgit/UNA-TheBeagle-7b-v1 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | mlabonne/OmniBeagle-7B | bardsai/jaskier-7b-dpo-v5.6 | CultriX/NeuralTrix-7B-dpo | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-bf16 | mistralai/Mistral-7B-v0.1 | kevin009/llamaRAGdrama | Intel/neural-chat-7b-v3-3 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | SciPhi/SciPhi-Mistral-7B-32k | Intel/neural-chat-7b-v3-1 | BioMistral/BioMistral-7B-DARE | mistralai/Mistral-7B-Instruct-v0.1 | HuggingFaceH4/zephyr-7b-beta | dicta-il/dictalm2.0 | BioMistral/BioMistral-7B | Biomimicry-AI/ANIMA-Nectar-v2 | deepseek-ai/deepseek-coder-1.3b-base | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.1 | lmsys/vicuna-7b-v1.5,
beruniy/Llama-3.2-3B-Instruct-Uz,1,1,1,0,,12.0
beyoru/Luna,44,44,0,44,Qwen/Qwen3-4B-Instruct-2507 | Tesslate/WEBGEN-4B-Preview | DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | janhq/Jan-v1-4B | huihui-ai/Huihui-Jan-v1-4B-abliterated | Qwen/Qwen3-4B | Tesslate/UIGEN-X-4B-0729 | Qwen/Qwen2.5-3B | unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit | Qwen/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B | Qwen/Qwen2.5-7B | dnotitia/Smoothie-Qwen3-1.7B | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Coder-1.5B | unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit | Gensyn/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit | Qwen/Qwen2.5-3B-Instruct | fluently/FluentlyQwen3-1.7B | allura-org/Koto-Small-7B-PT | Qwen/Qwen2.5-Coder-0.5B | XiaomiMiMo/MiMo-7B-Base | Qwen/Qwen3-1.7B | janhq/Jan-v1-edge | Qwen/Qwen2-7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen3-0.6B-Base | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen3-0.6B | arcee-ai/Meraj-Mini | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | Jurema-br/Jurema-7B | nvidia/OpenReasoning-Nemotron-1.5B | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | DeepHat/DeepHat-V1-7B | PowerInfer/SmallThinker-3B-Preview,
bigcode/starcoder2-3b,12,12,0,12,HuggingFaceTB/SmolLM2-135M | allenai/OLMoE-1B-7B-0924 | EleutherAI/gpt-neo-1.3B | HuggingFaceTB/SmolLM-135M | EleutherAI/pythia-1.4b | TheOneWhoWill/Bootstrap-LLM | KoboldAI/GPT-Neo-2.7B-Horni-LN | PygmalionAI/pygmalion-2.7b | EleutherAI/pythia-1b | EleutherAI/pythia-2.8b | EleutherAI/pythia-6.9b | NinedayWang/PolyCoder-2.7B,
bigscience/bloom-560m,61,61,2,59,adamo1139/Apertus-8B-Instruct-2509-ungated | chatitcloud/UZI1 | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt | nvidia/Llama-3.1-8B-Instruct-FP8 | swiss-ai/Apertus-8B-2509 | 01-ai/Yi-6B-200K | 01-ai/Yi-6B-Chat | 01-ai/Yi-6B | LiquidAI/LFM2-350M | TinyLlama/TinyLlama_v1.1 | mistralai/Mistral-7B-Instruct-v0.1 | Biomimicry-AI/ANIMA-Nectar-v2 | dicta-il/dictalm2.0 | BioMistral/BioMistral-7B-DARE | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | BioMistral/BioMistral-7B | bardsai/jaskier-7b-dpo-v5.6 | flemmingmiguel/MBX-7B-v3 | AiMavenAi/AiMaven-Prometheus | berkeley-nest/Starling-LM-7B-alpha | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | CorticalStack/pastiche-crown-clown-7b-dare-dpo | fblgit/UNA-TheBeagle-7b-v1 | mlabonne/Beagle14-7B | CorticalStack/pastiche-crown-clown-7b-dare | mlabonne/OmniBeagle-7B | mlabonne/NeuralBeagle14-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | SciPhi/SciPhi-Mistral-7B-32k | shadowml/WestBeagle-7B | FelixChao/Sectumsempra-7B-DPO | kevin009/llamaRAGdrama | mlabonne/Marcoro14-7B-slerp | argilla/distilabeled-Marcoro14-7B-slerp | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | HuggingFaceH4/zephyr-7b-beta | Intel/neural-chat-7b-v3-3 | mistralai/Mistral-7B-v0.1 | Intel/neural-chat-7b-v3-1 | Nexusflow/Starling-LM-7B-beta | TinyLlama/TinyLlama_v1.1_math_code | google/gemma-2-2b-jpn-it | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | Qwen/Qwen2.5-Math-7B-Instruct | AdaptLLM/medicine-LLM | lmsys/vicuna-7b-v1.5-16k | lmsys/vicuna-7b-v1.1 | google/gemma-2-2b-it | FelixChao/vicuna-7B-physics | FelixChao/vicuna-7B-chemical | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | lmsys/vicuna-7b-v1.5 | PharMolix/BioMedGPT-LM-7B,
bigscience/bloomz-1b1,62,62,2,60,adamo1139/Apertus-8B-Instruct-2509-ungated | chatitcloud/UZI1 | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt | nvidia/Llama-3.1-8B-Instruct-FP8 | swiss-ai/Apertus-8B-2509 | 01-ai/Yi-6B | mistralai/Mistral-7B-Instruct-v0.1 | 01-ai/Yi-6B-Chat | 01-ai/Yi-6B-200K | BioMistral/BioMistral-7B-DARE | TinyLlama/TinyLlama_v1.1 | Biomimicry-AI/ANIMA-Nectar-v2 | CultriX/NeuralTrix-bf16 | CultriX/NeuralTrix-7B-dpo | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | CorticalStack/pastiche-crown-clown-7b-dare | kevin009/llamaRAGdrama | HuggingFaceH4/zephyr-7b-beta | CorticalStack/pastiche-crown-clown-7b-dare-dpo | flemmingmiguel/MBX-7B-v3 | fblgit/UNA-TheBeagle-7b-v1 | AiMavenAi/AiMaven-Prometheus | bardsai/jaskier-7b-dpo-v5.6 | mlabonne/Beagle14-7B | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | BioMistral/BioMistral-7B | shadowml/BeagleSempra-7B | shadowml/BeagSake-7B | argilla/distilabeled-Marcoro14-7B-slerp | shadowml/WestBeagle-7B | mlabonne/Marcoro14-7B-slerp | FelixChao/Sectumsempra-7B-DPO | dicta-il/dictalm2.0 | berkeley-nest/Starling-LM-7B-alpha | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | Intel/neural-chat-7b-v3-3 | SciPhi/SciPhi-Mistral-7B-32k | Intel/neural-chat-7b-v3-1 | mistralai/Mistral-7B-v0.1 | Nexusflow/Starling-LM-7B-beta | google/gemma-2-2b-jpn-it | google/gemma-2-2b-it | Qwen/Qwen2.5-Math-7B-Instruct | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | LiquidAI/LFM2-350M | TinyLlama/TinyLlama_v1.1_math_code | lmsys/vicuna-7b-v1.5-16k | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.1 | AdaptLLM/medicine-LLM | FelixChao/vicuna-7B-chemical | lmsys/vicuna-7b-v1.5 | PharMolix/BioMedGPT-LM-7B | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | ChrisMcCormick/deepseek-tiny-v0.1,
bigscience/bloomz-1b7,2,2,0,2,google/gemma-2b-it | google/gemma-2-2b,
bigscience/bloomz-560m,58,58,2,56,adamo1139/Apertus-8B-Instruct-2509-ungated | chatitcloud/UZI1 | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt | nvidia/Llama-3.1-8B-Instruct-FP8 | swiss-ai/Apertus-8B-2509 | mistralai/Mistral-7B-Instruct-v0.1 | 01-ai/Yi-6B | 01-ai/Yi-6B-200K | BioMistral/BioMistral-7B-DARE | 01-ai/Yi-6B-Chat | Intel/neural-chat-7b-v3-1 | kevin009/llamaRAGdrama | bardsai/jaskier-7b-dpo-v5.6 | Biomimicry-AI/ANIMA-Nectar-v2 | Intel/neural-chat-7b-v3-3 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | CultriX/NeuralTrix-7B-dpo | mlabonne/NeuralBeagle14-7B | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | CultriX/NeuralTrix-bf16 | CorticalStack/pastiche-crown-clown-7b-dare-dpo | flemmingmiguel/MBX-7B-v3 | AiMavenAi/AiMaven-Prometheus | SciPhi/SciPhi-Mistral-7B-32k | HuggingFaceH4/zephyr-7b-beta | CorticalStack/pastiche-crown-clown-7b-dare | berkeley-nest/Starling-LM-7B-alpha | mlabonne/Beagle14-7B | argilla/distilabeled-Marcoro14-7B-slerp | fblgit/UNA-TheBeagle-7b-v1 | mlabonne/Marcoro14-7B-slerp | mlabonne/OmniBeagle-7B | FelixChao/Sectumsempra-7B-DPO | shadowml/BeagleSempra-7B | shadowml/BeagSake-7B | shadowml/WestBeagle-7B | TinyLlama/TinyLlama_v1.1 | dicta-il/dictalm2.0 | BioMistral/BioMistral-7B | Nexusflow/Starling-LM-7B-beta | google/gemma-2-2b-jpn-it | mistralai/Mistral-7B-v0.1 | google/gemma-2-2b-it | TinyLlama/TinyLlama_v1.1_math_code | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | Qwen/Qwen2.5-Math-7B-Instruct | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | FelixChao/vicuna-7B-chemical | lmsys/vicuna-7b-v1.5-16k | AdaptLLM/medicine-LLM | lmsys/vicuna-7b-v1.1 | FelixChao/vicuna-7B-physics | TinyLlama/TinyLlama-1.1B-Chat-v0.5,
bxod/Llama-3.2-1B-Instruct-uz,27,27,27,0,,2.333333
chatitcloud/UZI1,60,60,5,55,adamo1139/Apertus-8B-Instruct-2509-ungated | nvidia/Llama-3.1-8B-Instruct-FP8 | swiss-ai/Apertus-8B-2509 | bigscience/bloomz-560m | bigscience/bloom-560m | bigscience/bloomz-1b1 | bigscience/bloomz-1b7 | 01-ai/Yi-6B-200K | 01-ai/Yi-6B | CultriX/NeuralTrix-bf16 | CultriX/NeuralTrix-7B-dpo | 01-ai/Yi-6B-Chat | bardsai/jaskier-7b-dpo-v5.6 | kevin009/llamaRAGdrama | CorticalStack/pastiche-crown-clown-7b-dare-dpo | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | flemmingmiguel/MBX-7B-v3 | fblgit/UNA-TheBeagle-7b-v1 | AiMavenAi/AiMaven-Prometheus | Biomimicry-AI/ANIMA-Nectar-v2 | TinyLlama/TinyLlama_v1.1 | CorticalStack/pastiche-crown-clown-7b-dare | mlabonne/NeuralBeagle14-7B | BioMistral/BioMistral-7B-DARE | mistralai/Mistral-7B-Instruct-v0.1 | mlabonne/Beagle14-7B | dicta-il/dictalm2.0 | BioMistral/BioMistral-7B | mlabonne/OmniBeagle-7B | SciPhi/SciPhi-Mistral-7B-32k | shadowml/WestBeagle-7B | FelixChao/Sectumsempra-7B-DPO | shadowml/BeagSake-7B | Intel/neural-chat-7b-v3-1 | shadowml/BeagleSempra-7B | berkeley-nest/Starling-LM-7B-alpha | mlabonne/Marcoro14-7B-slerp | Intel/neural-chat-7b-v3-3 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | argilla/distilabeled-Marcoro14-7B-slerp | Nexusflow/Starling-LM-7B-beta | HuggingFaceH4/zephyr-7b-beta | mistralai/Mistral-7B-v0.1 | FelixChao/vicuna-7B-chemical | TinyLlama/TinyLlama_v1.1_math_code | lmsys/vicuna-7b-v1.5 | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.5-16k | FelixChao/vicuna-7B-physics | AdaptLLM/medicine-LLM | lmsys/vicuna-7b-v1.1 | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | Qwen/Qwen2.5-Math-7B-Instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,40,40,39,1,S4nfs/Neeto-1.0-8b,
continuedev/instinct,4,4,4,0,,2.0
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,21,21,19,2,XiaomiMiMo/MiMo-7B-Base | beyoru/Luna,
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,0,0,0,0,,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,29,29,27,2,Aurore-Reveil/Koto-Small-7B-IT | beyoru/Luna,
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,30,30,29,1,beyoru/Luna,
deepseek-ai/deepseek-coder-1.3b-base,48,48,1,47,PharMolix/BioMedGPT-LM-7B | Biomimicry-AI/ANIMA-Nectar-v2 | EleutherAI/polyglot-ko-3.8b | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | mistralai/Mistral-7B-Instruct-v0.1 | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | lmsys/vicuna-7b-v1.5 | SciPhi/SciPhi-Mistral-7B-32k | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | BioMistral/BioMistral-7B-DARE | berkeley-nest/Starling-LM-7B-alpha | lmsys/vicuna-7b-v1.5-16k | shadowml/BeagleSempra-7B | shadowml/BeagSake-7B | BioMistral/BioMistral-7B | Intel/neural-chat-7b-v3-3 | shadowml/WestBeagle-7B | TinyLlama/TinyLlama_v1.1_math_code | argilla/distilabeled-Marcoro14-7B-slerp | TinyLlama/TinyLlama_v1.1 | mlabonne/Beagle14-7B | mlabonne/NeuralBeagle14-7B | Intel/neural-chat-7b-v3-1 | FelixChao/Sectumsempra-7B-DPO | mistralai/Mistral-7B-v0.1 | mlabonne/Marcoro14-7B-slerp | CorticalStack/pastiche-crown-clown-7b-dare-dpo | FelixChao/vicuna-7B-physics | Nexusflow/Starling-LM-7B-beta | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | mlabonne/OmniBeagle-7B | bardsai/jaskier-7b-dpo-v5.6 | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | fblgit/UNA-TheBeagle-7b-v1 | flemmingmiguel/MBX-7B-v3 | CorticalStack/pastiche-crown-clown-7b-dare | AiMavenAi/AiMaven-Prometheus | kevin009/llamaRAGdrama | HuggingFaceH4/zephyr-7b-beta | FelixChao/vicuna-7B-chemical | lmsys/vicuna-7b-v1.1 | dicta-il/dictalm2.0 | AdaptLLM/medicine-LLM | NinedayWang/PolyCoder-2.7B | EleutherAI/pythia-1b,
