model,outlier,graph_distance
mistralai/Mistral-7B-v0.1,FelixChao/Sectumsempra-7B-DPO,
mistralai/Mistral-7B-v0.1,AiMavenAi/AiMaven-Prometheus,
mistralai/Mistral-7B-v0.1,flemmingmiguel/MBX-7B-v3,
mistralai/Mistral-7B-v0.1,kevin009/llamaRAGdrama,
mistralai/Mistral-7B-v0.1,mlabonne/OmniBeagle-7B,
mistralai/Mistral-7B-v0.1,Nexusflow/Starling-LM-7B-beta,
mistralai/Mistral-7B-v0.1,CorticalStack/pastiche-crown-clown-7b-dare,
mistralai/Mistral-7B-v0.1,bardsai/jaskier-7b-dpo-v5.6,
mistralai/Mistral-7B-v0.1,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
mistralai/Mistral-7B-v0.1,berkeley-nest/Starling-LM-7B-alpha,
mistralai/Mistral-7B-v0.1,CorticalStack/pastiche-crown-clown-7b-dare-dpo,
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,1.0
mistralai/Mistral-7B-v0.1,SciPhi/SciPhi-Mistral-7B-32k,10.0
mistralai/Mistral-7B-v0.1,CultriX/NeuralTrix-7B-dpo,
mistralai/Mistral-7B-v0.1,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,10.0
mistralai/Mistral-7B-v0.1,CultriX/NeuralTrix-bf16,
mistralai/Mistral-7B-v0.1,mistralai/Mistral-7B-Instruct-v0.1,1.0
mistralai/Mistral-7B-v0.1,BioMistral/BioMistral-7B-DARE,2.0
mistralai/Mistral-7B-v0.1,BioMistral/BioMistral-7B,3.0
mistralai/Mistral-7B-v0.1,dicta-il/dictalm2.0,
mistralai/Mistral-7B-v0.1,Biomimicry-AI/ANIMA-Nectar-v2,
mistralai/Mistral-7B-v0.1,deepseek-ai/deepseek-coder-1.3b-base,
mistralai/Mistral-7B-v0.1,PharMolix/BioMedGPT-LM-7B,
mistralai/Mistral-7B-v0.1,lmsys/vicuna-7b-v1.1,
mistralai/Mistral-7B-v0.1,FelixChao/vicuna-7B-chemical,
mistralai/Mistral-7B-v0.1,FelixChao/vicuna-7B-physics,
mistralai/Mistral-7B-v0.1,lmsys/vicuna-7b-v1.5-16k,
mistralai/Mistral-7B-v0.1,AdaptLLM/medicine-LLM,
mistralai/Mistral-7B-v0.1,lmsys/vicuna-7b-v1.5,
mistralai/Mistral-7B-v0.1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
mistralai/Mistral-7B-v0.1,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
mistralai/Mistral-7B-v0.1,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
mistralai/Mistral-7B-v0.1,EleutherAI/polyglot-ko-3.8b,
mistralai/Mistral-7B-v0.1,TinyLlama/TinyLlama_v1.1,
mistralai/Mistral-7B-v0.1,TinyLlama/TinyLlama_v1.1_math_code,
mlabonne/Beagle14-7B,mlabonne/NeuralBeagle14-7B,1.0
mlabonne/Beagle14-7B,fblgit/UNA-TheBeagle-7b-v1,1.0
mlabonne/Beagle14-7B,mlabonne/Marcoro14-7B-slerp,2.0
mlabonne/Beagle14-7B,shadowml/WestBeagle-7B,2.0
mlabonne/Beagle14-7B,argilla/distilabeled-Marcoro14-7B-slerp,1.0
mlabonne/Beagle14-7B,shadowml/BeagSake-7B,3.0
mlabonne/Beagle14-7B,AiMavenAi/AiMaven-Prometheus,5.0
mlabonne/Beagle14-7B,shadowml/BeagleSempra-7B,3.0
mlabonne/Beagle14-7B,flemmingmiguel/MBX-7B-v3,5.0
mlabonne/Beagle14-7B,mlabonne/OmniBeagle-7B,3.0
mlabonne/Beagle14-7B,bardsai/jaskier-7b-dpo-v5.6,11.0
mlabonne/Beagle14-7B,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,11.0
mlabonne/Beagle14-7B,CorticalStack/pastiche-crown-clown-7b-dare,11.0
mlabonne/Beagle14-7B,FelixChao/Sectumsempra-7B-DPO,4.0
mlabonne/Beagle14-7B,CultriX/NeuralTrix-7B-dpo,4.0
mlabonne/Beagle14-7B,CorticalStack/pastiche-crown-clown-7b-dare-dpo,12.0
mlabonne/Beagle14-7B,kevin009/llamaRAGdrama,
mlabonne/Beagle14-7B,CultriX/NeuralTrix-bf16,5.0
mlabonne/Beagle14-7B,mistralai/Mistral-7B-v0.1,
mlabonne/Beagle14-7B,berkeley-nest/Starling-LM-7B-alpha,
mlabonne/Beagle14-7B,Nexusflow/Starling-LM-7B-beta,
mlabonne/Beagle14-7B,Intel/neural-chat-7b-v3-3,
mlabonne/Beagle14-7B,SciPhi/SciPhi-Mistral-7B-32k,
mlabonne/Beagle14-7B,Intel/neural-chat-7b-v3-1,
mlabonne/Beagle14-7B,HuggingFaceH4/zephyr-7b-beta,
mlabonne/Beagle14-7B,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
mlabonne/Beagle14-7B,BioMistral/BioMistral-7B-DARE,
mlabonne/Beagle14-7B,mistralai/Mistral-7B-Instruct-v0.1,
mlabonne/Beagle14-7B,BioMistral/BioMistral-7B,
mlabonne/Beagle14-7B,dicta-il/dictalm2.0,
mlabonne/Beagle14-7B,Biomimicry-AI/ANIMA-Nectar-v2,
mlabonne/Beagle14-7B,PharMolix/BioMedGPT-LM-7B,
mlabonne/Beagle14-7B,lmsys/vicuna-7b-v1.1,
mlabonne/Beagle14-7B,deepseek-ai/deepseek-coder-1.3b-base,
mlabonne/Beagle14-7B,lmsys/vicuna-7b-v1.5,
mlabonne/Beagle14-7B,lmsys/vicuna-7b-v1.5-16k,
mlabonne/Beagle14-7B,FelixChao/vicuna-7B-chemical,
mlabonne/Beagle14-7B,FelixChao/vicuna-7B-physics,
mlabonne/Beagle14-7B,AdaptLLM/medicine-LLM,
mlabonne/Beagle14-7B,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
mlabonne/Beagle14-7B,TinyLlama/TinyLlama_v1.1,
mlabonne/Beagle14-7B,TinyLlama/TinyLlama_v1.1_math_code,
mlabonne/Beagle14-7B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
mlabonne/Beagle14-7B,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
mlabonne/Beagle14-7B,EleutherAI/polyglot-ko-3.8b,
mlabonne/Marcoro14-7B-slerp,argilla/distilabeled-Marcoro14-7B-slerp,1.0
mlabonne/Marcoro14-7B-slerp,mlabonne/Beagle14-7B,2.0
mlabonne/Marcoro14-7B-slerp,mlabonne/NeuralBeagle14-7B,3.0
mlabonne/Marcoro14-7B-slerp,fblgit/UNA-TheBeagle-7b-v1,3.0
mlabonne/Marcoro14-7B-slerp,shadowml/WestBeagle-7B,4.0
mlabonne/Marcoro14-7B-slerp,shadowml/BeagSake-7B,5.0
mlabonne/Marcoro14-7B-slerp,shadowml/BeagleSempra-7B,5.0
mlabonne/Marcoro14-7B-slerp,AiMavenAi/AiMaven-Prometheus,7.0
mlabonne/Marcoro14-7B-slerp,FelixChao/Sectumsempra-7B-DPO,6.0
mlabonne/Marcoro14-7B-slerp,flemmingmiguel/MBX-7B-v3,7.0
mlabonne/Marcoro14-7B-slerp,CorticalStack/pastiche-crown-clown-7b-dare,10.0
mlabonne/Marcoro14-7B-slerp,mlabonne/OmniBeagle-7B,5.0
mlabonne/Marcoro14-7B-slerp,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,10.0
mlabonne/Marcoro14-7B-slerp,CorticalStack/pastiche-crown-clown-7b-dare-dpo,11.0
mlabonne/Marcoro14-7B-slerp,bardsai/jaskier-7b-dpo-v5.6,10.0
mlabonne/Marcoro14-7B-slerp,mistralai/Mistral-7B-v0.1,
mlabonne/Marcoro14-7B-slerp,kevin009/llamaRAGdrama,
mlabonne/Marcoro14-7B-slerp,CultriX/NeuralTrix-7B-dpo,6.0
mlabonne/Marcoro14-7B-slerp,Nexusflow/Starling-LM-7B-beta,
mlabonne/Marcoro14-7B-slerp,berkeley-nest/Starling-LM-7B-alpha,
mlabonne/Marcoro14-7B-slerp,CultriX/NeuralTrix-bf16,7.0
mlabonne/Marcoro14-7B-slerp,Intel/neural-chat-7b-v3-3,
mlabonne/Marcoro14-7B-slerp,HuggingFaceH4/zephyr-7b-beta,
mlabonne/Marcoro14-7B-slerp,Intel/neural-chat-7b-v3-1,
mlabonne/Marcoro14-7B-slerp,BioMistral/BioMistral-7B-DARE,
mlabonne/Marcoro14-7B-slerp,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
mlabonne/Marcoro14-7B-slerp,SciPhi/SciPhi-Mistral-7B-32k,
mlabonne/Marcoro14-7B-slerp,BioMistral/BioMistral-7B,
mlabonne/Marcoro14-7B-slerp,dicta-il/dictalm2.0,
mlabonne/Marcoro14-7B-slerp,mistralai/Mistral-7B-Instruct-v0.1,
mlabonne/Marcoro14-7B-slerp,Biomimicry-AI/ANIMA-Nectar-v2,
mlabonne/Marcoro14-7B-slerp,deepseek-ai/deepseek-coder-1.3b-base,
mlabonne/Marcoro14-7B-slerp,lmsys/vicuna-7b-v1.5-16k,
mlabonne/Marcoro14-7B-slerp,PharMolix/BioMedGPT-LM-7B,
mlabonne/Marcoro14-7B-slerp,lmsys/vicuna-7b-v1.5,
mlabonne/Marcoro14-7B-slerp,FelixChao/vicuna-7B-chemical,
mlabonne/Marcoro14-7B-slerp,lmsys/vicuna-7b-v1.1,
mlabonne/Marcoro14-7B-slerp,FelixChao/vicuna-7B-physics,
mlabonne/Marcoro14-7B-slerp,AdaptLLM/medicine-LLM,
mlabonne/Marcoro14-7B-slerp,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
mlabonne/Marcoro14-7B-slerp,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
mlabonne/Marcoro14-7B-slerp,TinyLlama/TinyLlama_v1.1,
mlabonne/Marcoro14-7B-slerp,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
mlabonne/Marcoro14-7B-slerp,TinyLlama/TinyLlama_v1.1_math_code,
mlabonne/Marcoro14-7B-slerp,EleutherAI/polyglot-ko-3.8b,
mlabonne/NeuralBeagle14-7B,mlabonne/Beagle14-7B,1.0
mlabonne/NeuralBeagle14-7B,fblgit/UNA-TheBeagle-7b-v1,2.0
mlabonne/NeuralBeagle14-7B,argilla/distilabeled-Marcoro14-7B-slerp,2.0
mlabonne/NeuralBeagle14-7B,mlabonne/Marcoro14-7B-slerp,3.0
mlabonne/NeuralBeagle14-7B,AiMavenAi/AiMaven-Prometheus,4.0
mlabonne/NeuralBeagle14-7B,shadowml/WestBeagle-7B,1.0
mlabonne/NeuralBeagle14-7B,flemmingmiguel/MBX-7B-v3,4.0
mlabonne/NeuralBeagle14-7B,shadowml/BeagSake-7B,2.0
mlabonne/NeuralBeagle14-7B,shadowml/BeagleSempra-7B,2.0
mlabonne/NeuralBeagle14-7B,bardsai/jaskier-7b-dpo-v5.6,12.0
mlabonne/NeuralBeagle14-7B,CorticalStack/pastiche-crown-clown-7b-dare,12.0
mlabonne/NeuralBeagle14-7B,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,12.0
mlabonne/NeuralBeagle14-7B,mlabonne/OmniBeagle-7B,2.0
mlabonne/NeuralBeagle14-7B,FelixChao/Sectumsempra-7B-DPO,3.0
mlabonne/NeuralBeagle14-7B,kevin009/llamaRAGdrama,
mlabonne/NeuralBeagle14-7B,CorticalStack/pastiche-crown-clown-7b-dare-dpo,13.0
mlabonne/NeuralBeagle14-7B,CultriX/NeuralTrix-7B-dpo,3.0
mlabonne/NeuralBeagle14-7B,CultriX/NeuralTrix-bf16,4.0
mlabonne/NeuralBeagle14-7B,mistralai/Mistral-7B-v0.1,
mlabonne/NeuralBeagle14-7B,berkeley-nest/Starling-LM-7B-alpha,
mlabonne/NeuralBeagle14-7B,Nexusflow/Starling-LM-7B-beta,
mlabonne/NeuralBeagle14-7B,Intel/neural-chat-7b-v3-3,
mlabonne/NeuralBeagle14-7B,Intel/neural-chat-7b-v3-1,
mlabonne/NeuralBeagle14-7B,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
mlabonne/NeuralBeagle14-7B,HuggingFaceH4/zephyr-7b-beta,
mlabonne/NeuralBeagle14-7B,SciPhi/SciPhi-Mistral-7B-32k,
mlabonne/NeuralBeagle14-7B,BioMistral/BioMistral-7B-DARE,
mlabonne/NeuralBeagle14-7B,mistralai/Mistral-7B-Instruct-v0.1,
mlabonne/NeuralBeagle14-7B,dicta-il/dictalm2.0,
mlabonne/NeuralBeagle14-7B,BioMistral/BioMistral-7B,
mlabonne/NeuralBeagle14-7B,Biomimicry-AI/ANIMA-Nectar-v2,
mlabonne/NeuralBeagle14-7B,PharMolix/BioMedGPT-LM-7B,
mlabonne/NeuralBeagle14-7B,lmsys/vicuna-7b-v1.1,
mlabonne/NeuralBeagle14-7B,deepseek-ai/deepseek-coder-1.3b-base,
mlabonne/NeuralBeagle14-7B,FelixChao/vicuna-7B-physics,
mlabonne/NeuralBeagle14-7B,lmsys/vicuna-7b-v1.5-16k,
mlabonne/NeuralBeagle14-7B,lmsys/vicuna-7b-v1.5,
mlabonne/NeuralBeagle14-7B,FelixChao/vicuna-7B-chemical,
mlabonne/NeuralBeagle14-7B,AdaptLLM/medicine-LLM,
mlabonne/NeuralBeagle14-7B,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
mlabonne/NeuralBeagle14-7B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
mlabonne/NeuralBeagle14-7B,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
mlabonne/NeuralBeagle14-7B,TinyLlama/TinyLlama_v1.1,
mlabonne/NeuralBeagle14-7B,TinyLlama/TinyLlama_v1.1_math_code,
mlabonne/NeuralBeagle14-7B,EleutherAI/polyglot-ko-3.8b,
mlabonne/OmniBeagle-7B,shadowml/BeagleSempra-7B,1.0
mlabonne/OmniBeagle-7B,shadowml/BeagSake-7B,1.0
mlabonne/OmniBeagle-7B,shadowml/WestBeagle-7B,1.0
mlabonne/OmniBeagle-7B,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,12.0
mlabonne/OmniBeagle-7B,CorticalStack/pastiche-crown-clown-7b-dare,12.0
mlabonne/OmniBeagle-7B,FelixChao/Sectumsempra-7B-DPO,2.0
mlabonne/OmniBeagle-7B,AiMavenAi/AiMaven-Prometheus,2.0
mlabonne/OmniBeagle-7B,CorticalStack/pastiche-crown-clown-7b-dare-dpo,13.0
mlabonne/OmniBeagle-7B,mlabonne/Beagle14-7B,3.0
mlabonne/OmniBeagle-7B,mlabonne/NeuralBeagle14-7B,2.0
mlabonne/OmniBeagle-7B,flemmingmiguel/MBX-7B-v3,2.0
mlabonne/OmniBeagle-7B,CultriX/NeuralTrix-7B-dpo,1.0
mlabonne/OmniBeagle-7B,bardsai/jaskier-7b-dpo-v5.6,12.0
mlabonne/OmniBeagle-7B,CultriX/NeuralTrix-bf16,2.0
mlabonne/OmniBeagle-7B,argilla/distilabeled-Marcoro14-7B-slerp,4.0
mlabonne/OmniBeagle-7B,mlabonne/Marcoro14-7B-slerp,5.0
mlabonne/OmniBeagle-7B,fblgit/UNA-TheBeagle-7b-v1,4.0
mlabonne/OmniBeagle-7B,kevin009/llamaRAGdrama,
mlabonne/OmniBeagle-7B,mistralai/Mistral-7B-v0.1,
mlabonne/OmniBeagle-7B,berkeley-nest/Starling-LM-7B-alpha,
mlabonne/OmniBeagle-7B,Intel/neural-chat-7b-v3-1,
mlabonne/OmniBeagle-7B,Nexusflow/Starling-LM-7B-beta,
mlabonne/OmniBeagle-7B,Intel/neural-chat-7b-v3-3,
mlabonne/OmniBeagle-7B,HuggingFaceH4/zephyr-7b-beta,
mlabonne/OmniBeagle-7B,SciPhi/SciPhi-Mistral-7B-32k,
mlabonne/OmniBeagle-7B,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
mlabonne/OmniBeagle-7B,BioMistral/BioMistral-7B-DARE,
mlabonne/OmniBeagle-7B,mistralai/Mistral-7B-Instruct-v0.1,
mlabonne/OmniBeagle-7B,dicta-il/dictalm2.0,
mlabonne/OmniBeagle-7B,BioMistral/BioMistral-7B,
mlabonne/OmniBeagle-7B,Biomimicry-AI/ANIMA-Nectar-v2,
mlabonne/OmniBeagle-7B,deepseek-ai/deepseek-coder-1.3b-base,
mlabonne/OmniBeagle-7B,PharMolix/BioMedGPT-LM-7B,
mlabonne/OmniBeagle-7B,lmsys/vicuna-7b-v1.1,
mlabonne/OmniBeagle-7B,AdaptLLM/medicine-LLM,
mlabonne/OmniBeagle-7B,lmsys/vicuna-7b-v1.5,
mlabonne/OmniBeagle-7B,FelixChao/vicuna-7B-physics,
mlabonne/OmniBeagle-7B,lmsys/vicuna-7b-v1.5-16k,
mlabonne/OmniBeagle-7B,FelixChao/vicuna-7B-chemical,
mlabonne/OmniBeagle-7B,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
mlabonne/OmniBeagle-7B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
mlabonne/OmniBeagle-7B,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
mlabonne/OmniBeagle-7B,EleutherAI/polyglot-ko-3.8b,
mlabonne/OmniBeagle-7B,TinyLlama/TinyLlama_v1.1,
mlabonne/OmniBeagle-7B,TinyLlama/TinyLlama_v1.1_math_code,
mlabonne/OmniBeagle-7B,HuggingFaceTB/SmolLM-135M,
mlabonne/OmniBeagle-7B,TheOneWhoWill/Bootstrap-LLM,
mlabonne/OmniBeagle-7B,ChrisMcCormick/deepseek-tiny-v0.1,
nvidia/Llama-3.1-8B-Instruct-FP8,adamo1139/Apertus-8B-Instruct-2509-ungated,
nvidia/Llama-3.1-8B-Instruct-FP8,bigscience/bloom-560m,
nvidia/Llama-3.1-8B-Instruct-FP8,bigscience/bloomz-1b1,
nvidia/Llama-3.1-8B-Instruct-FP8,bigscience/bloomz-560m,
nvidia/Llama-3.1-8B-Instruct-FP8,chatitcloud/UZI1,
nvidia/Llama-3.1-8B-Instruct-FP8,google/gemma-3-1b-pt,
nvidia/Llama-3.1-8B-Instruct-FP8,google/gemma-3-270m,
nvidia/Llama-3.1-8B-Instruct-FP8,google/gemma-3-4b-it,
nvidia/Llama-3.1-8B-Instruct-FP8,google/gemma-3-4b-pt,
nvidia/Llama-3.1-8B-Instruct-FP8,swiss-ai/Apertus-8B-2509,
nvidia/Llama-3.1-8B-Instruct-FP8,bigscience/bloomz-1b7,
nvidia/Llama-3.1-8B-Instruct-FP8,01-ai/Yi-6B,
nvidia/Llama-3.1-8B-Instruct-FP8,01-ai/Yi-6B-200K,
nvidia/Llama-3.1-8B-Instruct-FP8,01-ai/Yi-6B-Chat,
nvidia/Llama-3.1-8B-Instruct-FP8,mistralai/Mistral-7B-Instruct-v0.1,
nvidia/Llama-3.1-8B-Instruct-FP8,BioMistral/BioMistral-7B,
nvidia/Llama-3.1-8B-Instruct-FP8,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
nvidia/Llama-3.1-8B-Instruct-FP8,bardsai/jaskier-7b-dpo-v5.6,
nvidia/Llama-3.1-8B-Instruct-FP8,CorticalStack/pastiche-crown-clown-7b-dare-dpo,
nvidia/Llama-3.1-8B-Instruct-FP8,CultriX/NeuralTrix-7B-dpo,
nvidia/Llama-3.1-8B-Instruct-FP8,CultriX/NeuralTrix-bf16,
nvidia/Llama-3.1-8B-Instruct-FP8,AiMavenAi/AiMaven-Prometheus,
nvidia/Llama-3.1-8B-Instruct-FP8,CorticalStack/pastiche-crown-clown-7b-dare,
nvidia/Llama-3.1-8B-Instruct-FP8,mlabonne/OmniBeagle-7B,
nvidia/Llama-3.1-8B-Instruct-FP8,flemmingmiguel/MBX-7B-v3,
nvidia/Llama-3.1-8B-Instruct-FP8,fblgit/UNA-TheBeagle-7b-v1,
nvidia/Llama-3.1-8B-Instruct-FP8,mlabonne/NeuralBeagle14-7B,
nvidia/Llama-3.1-8B-Instruct-FP8,berkeley-nest/Starling-LM-7B-alpha,
nvidia/Llama-3.1-8B-Instruct-FP8,kevin009/llamaRAGdrama,
nvidia/Llama-3.1-8B-Instruct-FP8,mlabonne/Beagle14-7B,
nvidia/Llama-3.1-8B-Instruct-FP8,argilla/distilabeled-Marcoro14-7B-slerp,
nvidia/Llama-3.1-8B-Instruct-FP8,mlabonne/Marcoro14-7B-slerp,
nvidia/Llama-3.1-8B-Instruct-FP8,FelixChao/Sectumsempra-7B-DPO,
nvidia/Llama-3.1-8B-Instruct-FP8,shadowml/WestBeagle-7B,
nvidia/Llama-3.1-8B-Instruct-FP8,shadowml/BeagSake-7B,
nvidia/Llama-3.1-8B-Instruct-FP8,shadowml/BeagleSempra-7B,
nvidia/Llama-3.1-8B-Instruct-FP8,mistralai/Mistral-7B-v0.1,
nvidia/Llama-3.1-8B-Instruct-FP8,SciPhi/SciPhi-Mistral-7B-32k,
nvidia/Llama-3.1-8B-Instruct-FP8,Nexusflow/Starling-LM-7B-beta,
nvidia/Llama-3.1-8B-Instruct-FP8,dicta-il/dictalm2.0,
nvidia/Llama-3.1-8B-Instruct-FP8,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
nvidia/Llama-3.1-8B-Instruct-FP8,HuggingFaceH4/zephyr-7b-beta,
nvidia/Llama-3.1-8B-Instruct-FP8,TinyLlama/TinyLlama_v1.1,
nvidia/Llama-3.1-8B-Instruct-FP8,google/gemma-2-2b-jpn-it,
nvidia/Llama-3.1-8B-Instruct-FP8,Biomimicry-AI/ANIMA-Nectar-v2,
nvidia/Llama-3.1-8B-Instruct-FP8,Intel/neural-chat-7b-v3-3,
nvidia/Llama-3.1-8B-Instruct-FP8,Intel/neural-chat-7b-v3-1,
nvidia/Llama-3.1-8B-Instruct-FP8,lmsys/vicuna-7b-v1.1,
nvidia/Llama-3.1-8B-Instruct-FP8,FelixChao/vicuna-7B-chemical,
nvidia/Llama-3.1-8B-Instruct-FP8,FelixChao/vicuna-7B-physics,
nvidia/Llama-3.1-8B-Instruct-FP8,AdaptLLM/medicine-LLM,
nvidia/Llama-3.1-8B-Instruct-FP8,TinyLlama/TinyLlama_v1.1_math_code,
nvidia/Llama-3.1-8B-Instruct-FP8,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
nvidia/Llama-3.1-8B-Instruct-FP8,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
nvidia/Llama-3.1-8B-Instruct-FP8,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
nvidia/Llama-3.1-8B-Instruct-FP8,lmsys/vicuna-7b-v1.5-16k,
nvidia/Llama-3.1-8B-Instruct-FP8,BioMistral/BioMistral-7B-DARE,
nvidia/Llama-3.1-8B-Instruct-FP8,google/gemma-2-2b-it,
nvidia/Llama-3.1-8B-Instruct-FP8,lmsys/vicuna-7b-v1.5,
nvidia/Llama-3.1-8B-Instruct-FP8,ChrisMcCormick/deepseek-tiny-v0.1,
nvidia/Llama-3.1-8B-Instruct-FP8,PharMolix/BioMedGPT-LM-7B,
nvidia/Llama-3.1-8B-Instruct-FP8,google/gemma-2-2b,
nvidia/Llama-3.1-8B-Instruct-FP8,Qwen/Qwen2.5-Math-7B-Instruct,
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-7B,2.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,3.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,arcee-ai/Meraj-Mini,2.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,nvidia/OpenCodeReasoning-Nemotron-7B,2.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Gensyn/Qwen2.5-7B-Instruct,2.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-7B-Instruct,1.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,abocide/Qwen2.5-7B-Instruct-R1-forfinance,2.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Jurema-br/Jurema-7B,2.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-7B-Instruct-1M,3.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,2.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-Coder-7B,3.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,allura-org/Koto-Small-7B-PT,
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2-7B,12.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,XiaomiMiMo/MiMo-7B-Base,
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-Coder-7B-Instruct,4.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,DeepHat/DeepHat-V1-7B,4.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-3B,12.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-0.5B,12.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen3-4B-Instruct-2507,12.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,beyoru/Luna,
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Aurore-Reveil/Koto-Small-7B-IT,
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2-7B-Instruct,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-1.5B,12.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,janhq/Jan-v1-4B,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,unsloth/Qwen2.5-1.5B,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen3-4B-Thinking-2507-FP8,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Tesslate/WEBGEN-4B-Preview,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit,14.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-Coder-1.5B,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen3-4B-Thinking-2507,12.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-3B-Instruct,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Gensyn/Qwen2.5-1.5B-Instruct,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-1.5B-Instruct,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,unsloth/Qwen2.5-1.5B-Instruct,14.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit,14.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-Coder-0.5B,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,continuedev/instinct,4.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,12.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,huihui-ai/Huihui-Jan-v1-4B-abliterated,14.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2-0.5B,12.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit,14.0
